Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2016-12-17|3|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|34|+1
2016-12-17|4|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|15|+7
2016-12-17|5|Boots No. 1: The Official Revival Bootleg|Gillian Welch|235ZzGz026rUvay44aA8JU|5|1|Hot Shot Debut
2016-12-17|6|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|9|+2
2016-12-17|7|The Light Came Down|Josh Garrels|69jXtqUEHCVsB5geUWN1Yl|6|2|-1
2016-12-17|8|Christmas Party|She & Him|4s3vR4B3qPc9U5Gs1NPxLR|5|5|+5
2016-12-17|9|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|25|+1
2016-12-17|10|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|8|-1
2016-12-17|11|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|20|+1
2016-12-17|12|The Real Royal Albert Hall 1966 Concert!|Bob Dylan|4MTOvlFGtVby5EuSotjvVS|4|1|New
2016-12-17|13|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|67|+2
2016-12-17|14|A Little Something More From Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|50F6chRFRN4SXhktKkEg45|3|2|-11
2016-12-17|15|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|9|+1
2016-12-17|16|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|9|+2
2016-12-17|17|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|12|-3
2016-12-17|18|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|10|Re-Entry
2016-12-17|19|The 1966 Live Recordings|Bob Dylan||4|2|Re-Entry
2016-12-17|20|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|32|+1
2016-12-17|21|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|7|Re-Entry
2016-12-17|22|Live Dinner Reunion|Robert Earl Keen|688vjOciGFkyP0Dsn3JgCA|7|2|-15
2016-12-17|23|Stranger To Stranger|Paul Simon|1ujZpTYHOc5XS0JIBKjUaI|1|19|-1
2016-12-17|24|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|7|-7
2016-12-17|25|Midwest Farmer's Daughter|Margo Price|1ltdOb1CJGjzMW52gq2U9t|5|20|-5
2016-12-10|1|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|28|+1
2016-12-10|2|You Want It Darker|Leonard Cohen|27eWVkS6UHIGouKtlfN1uT|1|5|-1
2016-12-10|3|A Little Something More From Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|50F6chRFRN4SXhktKkEg45|3|1|Hot Shot Debut
2016-12-10|4|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|33|+2
2016-12-10|5|Intertwined (EP)|dodie|1tkQta2NWqpU3v5JMnwc4y|5|1|New
2016-12-10|6|The Light Came Down|Josh Garrels|69jXtqUEHCVsB5geUWN1Yl|6|1|New
2016-12-10|7|Live Dinner Reunion|Robert Earl Keen|688vjOciGFkyP0Dsn3JgCA|7|1|New
2016-12-10|8|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|8|-1
2016-12-10|9|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|7|-6
2016-12-10|10|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|24|-2
2016-12-10|11|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|14|-1
2016-12-10|12|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|19|+13
2016-12-10|13|Christmas Party|She & Him|4s3vR4B3qPc9U5Gs1NPxLR|5|4|+7
2016-12-10|14|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|11|+2
2016-12-10|15|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|66|-1
2016-12-10|16|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|8|-3
2016-12-10|17|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|6|+2
2016-12-10|18|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|8|+3
2016-12-10|19|Eternally Even|Jim James|2wYw4vZlu7XwvtdQPRmsmL|3|3|-4
2016-12-10|20|Midwest Farmer's Daughter|Margo Price|1ltdOb1CJGjzMW52gq2U9t|5|19|+3
2016-12-10|21|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|31|+1
2016-12-10|22|Stranger To Stranger|Paul Simon|1ujZpTYHOc5XS0JIBKjUaI|1|18|-10
2016-12-10|23|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|9|Re-Entry
2016-12-10|24|The Life & Songs Of Emmylou Harris|Various Artists|2nvRFyx6uwZesQ2cYL9yCi|9|2|-15
2016-12-10|25|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|8|-7
2016-12-03|1|You Want It Darker|Leonard Cohen|27eWVkS6UHIGouKtlfN1uT|1|4|+1
2016-12-03|2|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|27|-1
2016-12-03|3|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|6|+8
2016-12-03|4|The 1966 Live Recordings|Bob Dylan||4|1|Hot Shot Debut
2016-12-03|5|Folk Time|Hart Valley Drifters|5C0iwKW78A2KMAKzpeUdfO|5|1|New
2016-12-03|6|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|32|-2
2016-12-03|7|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|7|-2
2016-12-03|8|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|23|0
2016-12-03|9|The Life & Songs Of Emmylou Harris|Various Artists|2nvRFyx6uwZesQ2cYL9yCi|9|1|New
2016-12-03|10|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|13|-1
2016-12-03|11|Southern Family|Various Artists|2cKzkXbgcoQjaFMCPbJDdi|1|8|Re-Entry
2016-12-03|12|Stranger To Stranger|Paul Simon|1ujZpTYHOc5XS0JIBKjUaI|1|17|-5
2016-12-03|13|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|7|-3
2016-12-03|14|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|65|+3
2016-12-03|15|Eternally Even|Jim James|2wYw4vZlu7XwvtdQPRmsmL|3|2|-12
2016-12-03|16|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|10|-2
2016-12-03|17|All The Rage: Rhonda Vincent And The Rage In Concert, Volume One|Rhonda Vincent And The Rage||17|1|New
2016-12-03|18|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|7|-3
2016-12-03|19|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|5|-7
2016-12-03|20|Christmas Party|She & Him|4s3vR4B3qPc9U5Gs1NPxLR|5|3|-4
2016-12-03|21|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|7|-8
2016-12-03|22|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|30|-4
2016-12-03|23|Midwest Farmer's Daughter|Margo Price|1ltdOb1CJGjzMW52gq2U9t|5|18|Re-Entry
2016-12-03|24|Unto Us|JJ Heller|39yrvtNUSYeXPkscz9RrV1|24|1|New
2016-12-03|25|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|18|-4
2016-11-26|1|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|26|0
2016-11-26|2|You Want It Darker|Leonard Cohen|27eWVkS6UHIGouKtlfN1uT|1|3|0
2016-11-26|3|Eternally Even|Jim James|2wYw4vZlu7XwvtdQPRmsmL|3|1|Hot Shot Debut
2016-11-26|4|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|31|+2
2016-11-26|5|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|6|-1
2016-11-26|6|Until The Hunter|Hope Sandoval And The Warm Inventions|72uDE3xlSwejX3iYZqWTWU|6|1|New
2016-11-26|7|Stranger To Stranger|Paul Simon|1ujZpTYHOc5XS0JIBKjUaI|1|16|Re-Entry
2016-11-26|8|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|22|+1
2016-11-26|9|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|12|+1
2016-11-26|10|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|6|-3
2016-11-26|11|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|5|-8
2016-11-26|12|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|4|-4
2016-11-26|13|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|6|+2
2016-11-26|14|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|9|0
2016-11-26|15|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|6|+1
2016-11-26|16|Christmas Party|She & Him|4s3vR4B3qPc9U5Gs1NPxLR|5|2|-11
2016-11-26|17|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|64|+1
2016-11-26|18|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|29|+1
2016-11-26|19|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|6|-8
2016-11-26|20|Lighthouse|David Crosby|4bd7H5KPwup8Rf8md4ZRUq|3|3|-8
2016-11-26|21|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|17|-1
2016-11-26|22|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|9|-1
2016-11-26|23|Burn Something Beautiful|Alejandro Escovedo|6qzXtdeIuZ7oUPc28kx67h|13|2|-10
2016-11-26|24|Chain Breaker - EP|Zach Williams|1bvp9WHoru1DM93wIn4sAm|23|3|Re-Entry
2016-11-26|25|Swimmin' Pools, Movie Stars...|Dwight Yoakam|3TQX6fqahJ102KUTfEr9lR|2|5|Re-Entry
2016-11-19|1|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|25|+1
2016-11-19|2|You Want It Darker|Leonard Cohen|27eWVkS6UHIGouKtlfN1uT|1|2|-1
2016-11-19|3|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|4|+4
2016-11-19|4|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|5|0
2016-11-19|5|Christmas Party|She & Him|4s3vR4B3qPc9U5Gs1NPxLR|5|1|Hot Shot Debut
2016-11-19|6|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|30|+4
2016-11-19|7|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|5|-1
2016-11-19|8|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|3|-3
2016-11-19|9|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|21|+5
2016-11-19|10|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|11|+3
2016-11-19|11|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|5|-3
2016-11-19|12|Lighthouse|David Crosby|4bd7H5KPwup8Rf8md4ZRUq|3|2|-9
2016-11-19|13|Burn Something Beautiful|Alejandro Escovedo|6qzXtdeIuZ7oUPc28kx67h|13|1|New
2016-11-19|14|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|8|-3
2016-11-19|15|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|5|-6
2016-11-19|16|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|5|+1
2016-11-19|17|The Best Of David Gray|David Gray|73SXF0mJOjIEZRdxVjVi2u|17|1|New
2016-11-19|18|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|63|0
2016-11-19|19|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|28|Re-Entry
2016-11-19|20|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|16|Re-Entry
2016-11-19|21|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|8|0
2016-11-19|22|Ruminations|Conor Oberst|67hzZ19BcqT086ahgI9DIB|4|3|-6
2016-11-19|23|Georgica Pond|Johnnyswim|7ijL8KF5a1FTAmXU8X33Y3|2|3|-4
2016-11-19|24|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|8|Re-Entry
2016-11-19|25|Silver Tears|Aaron Lee Tasjan|2JG1zKeTogtW6HUSJD0K6L|25|1|New
2016-11-12|1|You Want It Darker|Leonard Cohen|27eWVkS6UHIGouKtlfN1uT|1|1|Hot Shot Debut
2016-11-12|2|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|24|+1
2016-11-12|3|Lighthouse|David Crosby|4bd7H5KPwup8Rf8md4ZRUq|3|1|New
2016-11-12|4|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|4|+1
2016-11-12|5|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|2|-4
2016-11-12|6|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|4|+1
2016-11-12|7|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|3|+5
2016-11-12|8|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|4|+1
2016-11-12|9|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|4|+5
2016-11-12|10|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|29|-4
2016-11-12|11|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|7|0
2016-11-12|12|All American Mutt|Jamie Kent|675wERAY2drYjJp8dLeqjn|12|1|New
2016-11-12|13|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|10|-3
2016-11-12|14|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|20|+2
2016-11-12|15|Midnight. Hallelujah.|Jonatha Brooke|76NXKAHp3E4O7c7T8ZNofQ|15|1|New
2016-11-12|16|Ruminations|Conor Oberst|67hzZ19BcqT086ahgI9DIB|4|2|-12
2016-11-12|17|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|4|-2
2016-11-12|18|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|62|+2
2016-11-12|19|Georgica Pond|Johnnyswim|7ijL8KF5a1FTAmXU8X33Y3|2|2|-17
2016-11-12|20|Winter Wheat|John K. Samson|28vCM0a4MYPwcTervwP7Ia|20|1|New
2016-11-12|21|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|7|-3
2016-11-12|22|The Musical Mojo Of Dr. John: Celebrating Mac And His Music|Various Artists||22|1|New
2016-11-12|23|The Studio Albums 2000-2011|Bright Eyes||23|1|New
2016-11-12|24|Citizen Of Glass|Agnes Obel|2c4K8zBVpmvyEsjBF8hnB0|24|1|New
2016-11-12|25|Chain Breaker - EP|Zach Williams|1bvp9WHoru1DM93wIn4sAm|23|2|Re-Entry
2016-11-05|1|Like An Arrow|Blackberry Smoke|4r0Zb1FdEFbpF5olm5ZIW0|1|1|Hot Shot Debut
2016-11-05|2|Georgica Pond|Johnnyswim|7ijL8KF5a1FTAmXU8X33Y3|2|1|New
2016-11-05|3|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|23|0
2016-11-05|4|Ruminations|Conor Oberst|67hzZ19BcqT086ahgI9DIB|4|1|New
2016-11-05|5|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|3|-4
2016-11-05|6|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|28|0
2016-11-05|7|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|3|-5
2016-11-05|8|Dear Jerry: Celebrating The Music Of Jerry Garcia|Various Artists||8|1|New
2016-11-05|9|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|3|-4
2016-11-05|10|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|9|-3
2016-11-05|11|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|6|-2
2016-11-05|12|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|2|+5
2016-11-05|13|All Night Live, Volume 1|The Mavericks||13|1|New
2016-11-05|14|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|3|-4
2016-11-05|15|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|3|-7
2016-11-05|16|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|19|-4
2016-11-05|17|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|27|+6
2016-11-05|18|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|6|-3
2016-11-05|19|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|7|-1
2016-11-05|20|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|61|+1
2016-11-05|21|Swimmin' Pools, Movie Stars...|Dwight Yoakam|3TQX6fqahJ102KUTfEr9lR|2|4|-1
2016-11-05|22|Lover, Beloved: Songs From An Evening With Carson McCullers|Suzanne Vega||22|1|New
2016-11-05|23|Midwest Farmer's Daughter|Margo Price|1ltdOb1CJGjzMW52gq2U9t|5|17|Re-Entry
2016-11-05|24|Little Seeds|Shovels & Rope|3TR3AJbgTBcPbtCP1XSD7V|4|2|-20
2016-11-05|25|Broken People|Muddy Magnolias|3MIBce2g1BNk3mUuj10Ylr|25|1|New
2016-10-29|1|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|2|0
2016-10-29|2|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|2|0
2016-10-29|3|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|22|+3
2016-10-29|4|Little Seeds|Shovels & Rope|3TR3AJbgTBcPbtCP1XSD7V|4|1|Hot Shot Debut
2016-10-29|5|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|2|-2
2016-10-29|6|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|27|+2
2016-10-29|7|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|8|0
2016-10-29|8|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|2|-4
2016-10-29|9|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|5|+1
2016-10-29|10|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|2|-5
2016-10-29|11|The Education Of A Wandering Man|Jamestown Revival|0Yyy9SekyYAxOwBxHChQZY|11|1|New
2016-10-29|12|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|18|0
2016-10-29|13|Eastside Bulldog|Todd Snider|33YUMfVsFhIUF7gnNYy0EP|13|1|New
2016-10-29|14|The Marcus King Band|The Marcus King Band|4EztC0zO1IoTtMmPVl47th|14|1|New
2016-10-29|15|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|5|0
2016-10-29|16|Shine On Rainy Day|Brent Cobb|3UJXcmx1XSLeimF0dwVsbg|16|1|New
2016-10-29|17|Peace Be With You|Chuck Murphy|7nOei0Z1qZENAwAgE4ZrD9|3|1|New
2016-10-29|18|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|6|-4
2016-10-29|19|Heart Like A Levee|Hiss Golden Messenger|4rEEkztpEU1GBmy5uBYHUS|19|1|New
2016-10-29|20|Swimmin' Pools, Movie Stars...|Dwight Yoakam|3TQX6fqahJ102KUTfEr9lR|2|3|-7
2016-10-29|21|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|60|-3
2016-10-29|22|Circlin' Back: Celebrating 50 Years, Live At The Ryman Auditorium, TN|Nitty Gritty Dirt Band||11|2|-11
2016-10-29|23|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|26|+1
2016-10-29|24|Skeleton Tree|Nick Cave & The Bad Seeds|34xaLN7rDecGEK5UGIVbeJ|4|5|-7
2016-10-29|25|EJ|Eric Johnson|1pPh5ovrZuUWWX8wjgDSBg|25|1|New
2016-10-22|1|22, A Million|Bon Iver|1PgfRdl3lPyACfUGH4pquG|1|1|Hot Shot Debut
2016-10-22|2|Keep Me Singing|Van Morrison|40hRF2ZOWSUxCu2iY5pEYL|2|1|New
2016-10-22|3|Blue Mountain|Bob Weir|7dmOAk0RGFp5T4TaOoPxFl|3|1|New
2016-10-22|4|American Band|Drive-By Truckers|43EtynQuS3r5afZnSY1sYb|4|1|New
2016-10-22|5|For Better, Or Worse|John Prine|1bf1EYVB9GkgDkbGTrSiyT|5|1|New
2016-10-22|6|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|21|-5
2016-10-22|7|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|7|-3
2016-10-22|8|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|26|-1
2016-10-22|9|Rich Man|Doyle Bramhall II|4JxEP2vQylK26IIoWIkcWG|9|1|New
2016-10-22|10|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|4|+1
2016-10-22|11|Circlin' Back: Celebrating 50 Years, Live At The Ryman Auditorium, TN|Nitty Gritty Dirt Band||11|1|New
2016-10-22|12|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|17|-7
2016-10-22|13|Swimmin' Pools, Movie Stars...|Dwight Yoakam|3TQX6fqahJ102KUTfEr9lR|2|2|-11
2016-10-22|14|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|5|-8
2016-10-22|15|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|4|-6
2016-10-22|16|Blindfaller|Mandolin Orange|1WtfsOpueoXSRpNaySuwhn|16|1|New
2016-10-22|17|Skeleton Tree|Nick Cave & The Bad Seeds|34xaLN7rDecGEK5UGIVbeJ|4|4|-3
2016-10-22|18|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|59|0
2016-10-22|19|My Woman|Angel Olsen|5M8xQaQZuW2LZGVXZ3mlKN|2|5|-4
2016-10-22|20|Young As The Morning Old As The Sea|Passenger|6pVz4S22k49D5hPxwBceU0|3|2|-17
2016-10-22|21|Midwest Farmer's Daughter|Margo Price|1ltdOb1CJGjzMW52gq2U9t|5|16|Re-Entry
2016-10-22|22|We're All Gonna Die|Dawes|6bSJPJU1SRxm9RQ4Ox5sRe|1|3|-12
2016-10-22|23|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|15|-1
2016-10-22|24|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|25|+1
2016-10-22|25|Shine A Light: Field Recordings From The Great American Railroad|Billy Bragg & Joe Henry||16|2|-9
2016-10-15|1|Traveller|Chris Stapleton|5vfPzN4hQAajJEUrZHlJgx|1|20|+1
2016-10-15|2|Swimmin' Pools, Movie Stars...|Dwight Yoakam|3TQX6fqahJ102KUTfEr9lR|2|1|Hot Shot Debut
2016-10-15|3|Young As The Morning Old As The Sea|Passenger|6pVz4S22k49D5hPxwBceU0|3|1|New
2016-10-15|4|Pure & Simple|Dolly Parton|09xuqHRVpQp8AI5Pz9Oq9M|1|6|+2
2016-10-15|5|A / B|Kaleo|4he4SQup02hEIQdwhZlZlk|3|16|+5
2016-10-15|6|Schmilco|Wilco|2s037WsNDbSTIEb7OJjT0a|3|4|-1
2016-10-15|7|Cleopatra|The Lumineers|2zbTrm2pIAErzFSopinkbN|1|25|+2
2016-10-15|8|Sunset Motel|Reckless Kelly|5UHhemcw7uVslcRCEIsc78|8|1|New
2016-10-15|9|Acoustic Recordings: 1998-2016|Jack White|28ZpbmiMcDjsms2UKjILCr|2|3|-6
2016-10-15|10|We're All Gonna Die|Dawes|6bSJPJU1SRxm9RQ4Ox5sRe|1|2|-9
2016-10-15|11|Signs Of Light|The Head And The Heart|0EFitK3T7hqin7iGMbpltM|1|3|-7
2016-10-15|12|Tightrope Walker|Rachael Yamagata|1m8boVg3zd9sXFLlMYKMy4|12|1|New
2016-10-15|13|Shouted, Written Down & Quoted|Greensky Bluegrass|5JblYQTb7RXHoqP9JQZK6L|13|1|New
2016-10-15|14|Skeleton Tree|Nick Cave & The Bad Seeds|34xaLN7rDecGEK5UGIVbeJ|4|3|-7
2016-10-15|15|My Woman|Angel Olsen|5M8xQaQZuW2LZGVXZ3mlKN|2|4|-4
2016-10-15|16|Shine A Light: Field Recordings From The Great American Railroad|Billy Bragg & Joe Henry||16|1|New
2016-10-15|17|Leap Of Faith|Timothy B. Schmit|6P53Q3awyJP662ExqPLREW|17|1|New
2016-10-15|18|Nathaniel Rateliff & The Night Sweats|Nathaniel Rateliff & The Night Sweats|4fJVmBWTmwohP1RgAS5a2W|1|58|-6
2016-10-15|19|Sound & Color|Alabama Shakes|03nQNGFi3dIxg6ghNbtVWW|8|20|-4
2016-10-15|20|Ape In Pink Marble|Devendra Banhart|4B1W5FeDz8Z1jsYAZV4MdU|20|1|New
2016-10-15|21|Superhero|The Laurie Berkner Band|7FKsCQprYp5p6veybFbXr4|21|1|New
2016-10-15|22|True Sadness|The Avett Brothers|6aMhaNYwh1OwoJnNrNbm6Q|1|14|-4
2016-10-15|23|Chain Breaker - EP|Zach Williams|1bvp9WHoru1DM93wIn4sAm|23|1|New
2016-10-15|24|Trio: The Complete Trio Collection|Dolly Parton, Emmylou Harris, Linda Ronstadt|25X28V6p34T7dNc2x7Vzt4|8|3|-8
2016-10-15|25|A Sailor's Guide To Earth|Sturgill Simpson|5I3UdCxtIh6hkQ7rMPUvA4|1|24|-12
2016-10-08|1|We're All Gonna Die|Dawes|6bSJPJU1SRxm9RQ4Ox5sRe|1|1|Hot Shot Debut
