Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2014-04-26|9|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|34|-3
2014-04-26|10|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|30|-2
2014-04-26|11|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|26|-2
2014-04-26|12|Sway|Merriment|5AzYjTBoDcKS1TMqYpwTsK|12|1|New
2014-04-26|13|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|36|-6
2014-04-26|14|The B Side Session (EP)|Sean McConnell||14|1|New
2014-04-26|15|Take Me To Church (EP)|Hozier|4vPuWtVR7VLGRcdKWVwHBY|3|5|-1
2014-04-26|16|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|34|-6
2014-04-26|17|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|11|+4
2014-04-26|18|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|26|-7
2014-04-26|19|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|26|-2
2014-04-26|20|The 60's: Bob Dylan|Bob Dylan||20|6|0
2014-04-26|21|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|7|Re-Entry
2014-04-26|22|Till Midnight|Chuck Ragan|4ng29Sv2rQ8iVY4BUSyR7Y|2|3|+3
2014-04-26|23|Playlist: The Very Best Of Simon & Garfunkel|Simon & Garfunkel|25irJgxRNTlyg8pUmWfDVG|5|4|-7
2014-04-26|24|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|46|0
2014-04-26|25|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|19|-2
2014-04-19|1|A Dotted Line|Nickel Creek|5SGG7graQOU3OnK3cZZCNd|1|1|Hot Shot Debut
2014-04-19|2|Looking Into You: A Tribute To Jackson Browne|Various Artists||2|1|New
2014-04-19|3|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|66|-2
2014-04-19|4|Inside Llewyn Davis|Soundtrack||2|22|-1
2014-04-19|5|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|12|-1
2014-04-19|6|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|33|-1
2014-04-19|7|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|35|+9
2014-04-19|8|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|29|-2
2014-04-19|9|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|25|-2
2014-04-19|10|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|33|0
2014-04-19|11|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|25|+1
2014-04-19|12|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|24|-3
2014-04-19|13|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|17|+5
2014-04-19|14|Take Me To Church (EP)|Hozier|4vPuWtVR7VLGRcdKWVwHBY|3|4|0
2014-04-19|15|Hot Dreams|Timber Timbre|5g2rr2du9RJ9bOiO2fgqlC|15|1|New
2014-04-19|16|Playlist: The Very Best Of Simon & Garfunkel|Simon & Garfunkel|25irJgxRNTlyg8pUmWfDVG|5|3|-5
2014-04-19|17|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|25|+4
2014-04-19|18|Live|Steve Martin And The Steep Canyon Rangers Featuring Edie Brickell|7v4bbhpw1NdAWBTDOIJgKN|5|4|-5
2014-04-19|19|From Eden EP|Hozier|0FubRTC6GUFPUg4y2Xuxs0|9|1|New
2014-04-19|20|The 60's: Bob Dylan|Bob Dylan||20|5|+2
2014-04-19|21|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|10|-6
2014-04-19|22|Bob Dylan In The 80s: Volume One: A Tribute To Bob Dylan|Various Artists||8|2|-14
2014-04-19|23|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|18|0
2014-04-19|24|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|45|-5
2014-04-19|25|Till Midnight|Chuck Ragan|4ng29Sv2rQ8iVY4BUSyR7Y|2|2|-23
2014-04-12|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|65|0
2014-04-12|2|Till Midnight|Chuck Ragan|4ng29Sv2rQ8iVY4BUSyR7Y|2|1|Hot Shot Debut
2014-04-12|3|Inside Llewyn Davis|Soundtrack||2|21|-1
2014-04-12|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|11|0
2014-04-12|5|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|32|+2
2014-04-12|6|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|28|+3
2014-04-12|7|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|24|+4
2014-04-12|8|Bob Dylan In The 80s: Volume One: A Tribute To Bob Dylan|Various Artists||8|1|New
2014-04-12|9|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|23|+7
2014-04-12|10|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|32|-2
2014-04-12|11|Playlist: The Very Best Of Simon & Garfunkel|Simon & Garfunkel|25irJgxRNTlyg8pUmWfDVG|5|2|+4
2014-04-12|12|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|24|0
2014-04-12|13|Live|Steve Martin And The Steep Canyon Rangers Featuring Edie Brickell|7v4bbhpw1NdAWBTDOIJgKN|5|3|-7
2014-04-12|14|Take Me To Church (EP)|Hozier|4vPuWtVR7VLGRcdKWVwHBY|3|3|+4
2014-04-12|15|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|9|+2
2014-04-12|16|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|34|-2
2014-04-12|17|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|6|+4
2014-04-12|18|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|16|+5
2014-04-12|19|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|44|0
2014-04-12|20|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|7|-7
2014-04-12|21|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|24|+1
2014-04-12|22|The 60's: Bob Dylan|Bob Dylan||20|4|Re-Entry
2014-04-12|23|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|17|-13
2014-04-12|24|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|6|+1
2014-04-12|25|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|6|Re-Entry
2014-04-05|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|64|0
2014-04-05|2|Inside Llewyn Davis|Soundtrack||2|20|0
2014-04-05|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|78|0
2014-04-05|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|10|0
2014-04-05|5|Wide Open|Steve Moakler||5|1|Hot Shot Debut
2014-04-05|6|Live|Steve Martin And The Steep Canyon Rangers Featuring Edie Brickell|7v4bbhpw1NdAWBTDOIJgKN|5|2|-1
2014-04-05|7|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|31|+1
2014-04-05|8|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|31|+4
2014-04-05|9|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|27|+1
2014-04-05|10|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|16|-3
2014-04-05|11|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|23|0
2014-04-05|12|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|23|-3
2014-04-05|13|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|6|+2
2014-04-05|14|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|33|-1
2014-04-05|15|Playlist: The Very Best Of Simon & Garfunkel|Simon & Garfunkel|25irJgxRNTlyg8pUmWfDVG|5|1|New
2014-04-05|16|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|22|+3
2014-04-05|17|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|8|-1
2014-04-05|18|Take Me To Church (EP)|Hozier|4vPuWtVR7VLGRcdKWVwHBY|3|2|+3
2014-04-05|19|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|43|-5
2014-04-05|20|Drawing Board (EP)|Tony Lucca||20|1|New
2014-04-05|21|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|5|-1
2014-04-05|22|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|23|+1
2014-04-05|23|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|15|+2
2014-04-05|24|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|7|0
2014-04-05|25|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|5|Re-Entry
2014-03-29|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|63|0
2014-03-29|2|Inside Llewyn Davis|Soundtrack||2|19|+3
2014-03-29|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|77|-1
2014-03-29|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|9|-1
2014-03-29|5|Live|Steve Martin And The Steep Canyon Rangers Featuring Edie Brickell|7v4bbhpw1NdAWBTDOIJgKN|5|1|Hot Shot Debut
2014-03-29|6|Daydream|Jillian Edwards||6|1|New
2014-03-29|7|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|15|+1
2014-03-29|8|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|30|-1
2014-03-29|9|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|22|-5
2014-03-29|10|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|26|-1
2014-03-29|11|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|22|+3
2014-03-29|12|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|30|0
2014-03-29|13|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|32|+4
2014-03-29|14|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|42|-1
2014-03-29|15|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|5|0
2014-03-29|16|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|7|-6
2014-03-29|17|Cryin' To You (EP)|Lissie||17|1|New
2014-03-29|18|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|5|-12
2014-03-29|19|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|21|-3
2014-03-29|20|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|4|Re-Entry
2014-03-29|21|Take Me To Church (EP)|Hozier|4vPuWtVR7VLGRcdKWVwHBY|3|1|New
2014-03-29|22|Liars (EP)|Lauren Aquilina||22|1|New
2014-03-29|23|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|22|-1
2014-03-29|24|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|6|-6
2014-03-29|25|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|14|-1
2014-03-22|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|62|0
2014-03-22|2|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|76|+1
2014-03-22|3|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|8|+1
2014-03-22|4|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|21|+12
2014-03-22|5|Inside Llewyn Davis|Soundtrack||2|18|0
2014-03-22|6|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|4|+2
2014-03-22|7|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|29|+2
2014-03-22|8|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|14|-6
2014-03-22|9|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|25|+3
2014-03-22|10|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|6|0
2014-03-22|11|Run River North|Run River North|2RyIQJb2ruv5nJ55EFEwyu|6|2|-5
2014-03-22|12|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|29|+1
2014-03-22|13|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|41|-6
2014-03-22|14|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|21|+1
2014-03-22|15|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|4|-1
2014-03-22|16|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|20|+7
2014-03-22|17|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|31|0
2014-03-22|18|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|5|-7
2014-03-22|19|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|65|Re-Entry
2014-03-22|20|My Mother Has 4 Noses|Jonatha Brooke|1niTc6bTVP6diJCiVerOUo|10|1|Hot Shot Debut
2014-03-22|21|The Soul Of All Natural Things|Linda Perhacs|2smQz81cSVS25ed14OrGEe|21|1|New
2014-03-22|22|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|21|-2
2014-03-22|23|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|4|-4
2014-03-22|24|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|13|0
2014-03-22|25|The 60's: Bob Dylan|Bob Dylan||20|3|Re-Entry
2014-03-15|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|61|0
2014-03-15|2|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|13|Re-Entry
2014-03-15|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|75|-1
2014-03-15|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|7|0
2014-03-15|5|Inside Llewyn Davis|Soundtrack||2|17|+1
2014-03-15|6|Run River North|Run River North|2RyIQJb2ruv5nJ55EFEwyu|6|1|Hot Shot Debut
2014-03-15|7|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|40|Re-Entry
2014-03-15|8|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|3|-5
2014-03-15|9|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|28|+4
2014-03-15|10|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|5|-2
2014-03-15|11|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|4|-1
2014-03-15|12|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|24|0
2014-03-15|13|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|28|+2
2014-03-15|14|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|3|-5
2014-03-15|15|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|20|+2
2014-03-15|16|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|20|+3
2014-03-15|17|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|30|-3
2014-03-15|18|Tales from the Realm of the Queen of Pentacles|Suzanne Vega|5qD5wWKTM7sinA7OmFkCZA|5|2|-13
2014-03-15|19|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|3|-3
2014-03-15|20|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|20|+1
2014-03-15|21|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|3|-3
2014-03-15|22|Between The Bars (EP)|The Civil Wars|3N99UWfASH8iTQqGoFV7q5|3|4|-11
2014-03-15|23|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|19|+2
2014-03-15|24|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|12|-4
2014-03-15|25|Golden Heart (EP)|Dawn & Hawkes||25|1|New
2014-03-08|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|60|0
2014-03-08|2|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|74|+6
2014-03-08|3|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|2|-1
2014-03-08|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|6|+2
2014-03-08|5|Tales from the Realm of the Queen of Pentacles|Suzanne Vega|5qD5wWKTM7sinA7OmFkCZA|5|1|Hot Shot Debut
2014-03-08|6|Inside Llewyn Davis|Soundtrack||2|16|+3
2014-03-08|7|Lions|William Fitzsimmons|0KZzRrsdOASwWUR6aDtga0|7|1|New
2014-03-08|8|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|4|+2
2014-03-08|9|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|2|-4
2014-03-08|10|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|3|-6
2014-03-08|11|Between The Bars (EP)|The Civil Wars|3N99UWfASH8iTQqGoFV7q5|3|3|-8
2014-03-08|12|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|23|0
2014-03-08|13|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|27|+3
2014-03-08|14|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|29|0
2014-03-08|15|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|27|0
2014-03-08|16|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|2|-9
2014-03-08|17|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|19|+2
2014-03-08|18|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|2|-5
2014-03-08|19|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|19|+1
2014-03-08|20|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|11|+1
2014-03-08|21|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|19|+2
2014-03-08|22|The Ash & Clay|The Milk Carton Kids|40ClPXSffXRh7DhCPqy7eU|18|5|Re-Entry
2014-03-08|23|Past Life|Lost In The Trees|3jTNWe6SM8J2f3BlrfZmEB|23|1|New
2014-03-08|24|The 60's: Bob Dylan|Bob Dylan||20|2|Re-Entry
2014-03-08|25|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|18|-7
2014-03-01|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|59|0
2014-03-01|2|Acoustic At The Ryman|Band Of Horses|6N3W6VPGBBxZcYajhZB75a|2|1|Hot Shot Debut
2014-03-01|3|Between The Bars (EP)|The Civil Wars|3N99UWfASH8iTQqGoFV7q5|3|2|Re-Entry
2014-03-01|4|Sweetheart 2014|Various Artists|0qjDs1pSBA36pw3qL57LAx|4|2|+15
2014-03-01|5|Benji|Sun Kil Moon|4pC2URLdvle8V6Um4qxh46|5|1|New
2014-03-01|6|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|5|-4
2014-03-01|7|Ledges|Noah Gundersen|2PEyN86A4VHw6MR4uT5Tdq|7|1|New
2014-03-01|8|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|73|-3
2014-03-01|9|Inside Llewyn Davis|Soundtrack||2|15|-5
2014-03-01|10|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|3|-7
2014-03-01|11|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|92|-5
2014-03-01|12|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|22|-4
2014-03-01|13|Utah: A Collection Of Recorded Moments From The Wasatch Mountains|Jamestown Revival||13|1|New
2014-03-01|14|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|28|-3
2014-03-01|15|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|26|-5
2014-03-01|16|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|26|-7
2014-03-01|17|I Was Going To Be An Astronaut|Greg Laswell|1rhtEzCWH9gbrYxzxe669Y|17|1|New
2014-03-01|18|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|17|-4
2014-03-01|19|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|18|-6
2014-03-01|20|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|18|-2
2014-03-01|21|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|10|-9
2014-03-01|22|The Lights From The Chemical Plant|Robert Ellis|0aqTGYTiTZwpTerC1KRGER|22|1|New
2014-03-01|23|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|18|Re-Entry
2014-03-01|24|Brothers And Sisters Of The Eternal Son|Damien Jurado|6NwSYVDYxLaC6UMOrWJG5k|6|4|-2
2014-03-01|25|The Essential Pete Seeger|Pete Seeger|2BChQKdYOoFogUoQ0sPoDP|8|3|-10
2014-02-22|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|58|0
2014-02-22|2|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|4|+2
2014-02-22|3|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|2|-1
2014-02-22|4|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|14|+1
2014-02-22|5|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|72|-2
2014-02-22|6|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|91|0
2014-02-22|7|Slow Phaser|Nicole Atkins|6AvvDFIpNCc83RvNWkPGe0|7|1|Hot Shot Debut
2014-02-22|8|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|21|-1
2014-02-22|9|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|25|+5
2014-02-22|10|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|25|+2
2014-02-22|11|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|27|0
2014-02-22|12|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|9|-2
2014-02-22|13|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|17|-4
2014-02-22|14|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|16|+11
2014-02-22|15|The Essential Pete Seeger|Pete Seeger|2BChQKdYOoFogUoQ0sPoDP|8|2|-7
2014-02-22|16|July|Marissa Nadler|7aFA5IzGH0x3pdJ5SAedP7|16|1|New
2014-02-22|17|Parker Millsap|Parker Millsap|3puqTC6ZIfItLMY4q0wr4e|17|1|New
2014-02-22|18|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|17|-2
2014-02-22|19|Sweetheart: Our Favorite Artists Play Thier Favorite Love Songs|Various Artists|0qjDs1pSBA36pw3qL57LAx|19|1|New
2014-02-22|20|The Ash & Clay|The Milk Carton Kids|40ClPXSffXRh7DhCPqy7eU|18|4|Re-Entry
2014-02-22|21|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|23|-2
2014-02-22|22|Brothers And Sisters Of The Eternal Son|Damien Jurado|6NwSYVDYxLaC6UMOrWJG5k|6|3|-7
2014-02-22|23|Welcome To The Age Of My Body (EP)|Mary Lambert||23|2|+1
2014-02-22|24|The 60's: Bob Dylan|Bob Dylan||20|1|New
2014-02-22|25|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|12|-5
2014-02-15|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|57|+1
2014-02-15|2|Croz|David Crosby|3iZfDyeiFYjzUizV1ggP5i|2|1|Hot Shot Debut
2014-02-15|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|71|+1
2014-02-15|4|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|3|-3
2014-02-15|5|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|13|-2
2014-02-15|6|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|90|-1
2014-02-15|7|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|20|+3
2014-02-15|8|The Essential Pete Seeger|Pete Seeger|2BChQKdYOoFogUoQ0sPoDP|8|1|New
2014-02-15|9|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|16|-1
2014-02-15|10|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|8|-3
2014-02-15|11|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|26|0
2014-02-15|12|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|24|-3
2014-02-15|13|God Loves You When You're Dancing (EP)|Vance Joy||10|1|New
2014-02-15|14|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|24|-2
2014-02-15|15|Brothers And Sisters Of The Eternal Son|Damien Jurado|6NwSYVDYxLaC6UMOrWJG5k|6|2|-9
2014-02-15|16|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|16|-3
2014-02-15|17|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|32|+8
2014-02-15|18|Goodnight Tender|Amy Ray|50kXhZZKOW75HZNbcURwsY|18|2|+5
2014-02-15|19|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|22|+2
